student_id,fee_submission_date,day_of_month
26,1/31/2023,31
27,1/31/2023,31
44,1/24/2023,24
17,4/19/2022,19
62,2/24/2022,24
67,3/25/2024,25
95,4/17/2024,17
36,5/29/2023,29
27,3/30/2024,30
73,10/14/2024,14
52,8/18/2022,18
26,2/21/2022,21
48,6/4/2023,4
84,3/10/2023,10
24,3/2/2024,2
70,8/31/2024,31
2,5/5/2024,5
13,8/12/2024,12
34,9/9/2023,9
89,8/19/2022,19
86,9/2/2023,2
33,4/17/2024,17
8,9/21/2024,21
63,3/7/2024,7
75,3/11/2022,11
49,1/31/2023,31
19,4/14/2023,14
44,7/19/2022,19
15,6/4/2023,4
59,8/24/2023,24
77,1/24/2023,24
16,1/31/2023,31
9,7/29/2023,29
16,8/31/2024,31
82,7/29/2023,29
52,6/7/2023,7
42,5/16/2023,16
81,6/30/2022,30
33,9/25/2024,25
19,6/12/2022,12
53,3/24/2022,24
58,1/22/2023,22
95,6/12/2024,12
71,5/1/2023,1
78,4/26/2023,26
56,6/15/2024,15
14,12/3/2024,3
96,2/17/2022,17
53,6/15/2023,15
13,10/10/2023,10
3,1/6/2024,6
67,11/18/2024,18
64,1/23/2023,23
78,11/18/2024,18
97,4/16/2022,16
16,3/2/2024,2
54,10/29/2022,29
53,8/23/2024,23
50,11/30/2024,30
27,11/25/2023,25
39,7/19/2022,19
52,12/25/2022,25
46,7/27/2022,27
79,7/10/2024,10
57,9/2/2023,2
53,5/4/2024,4
72,12/16/2021,16
82,7/6/2024,6
89,4/25/2023,25
28,4/22/2023,22
7,10/10/2023,10
18,6/4/2023,4
77,11/20/2023,20
24,8/13/2024,13
97,1/30/2024,30
28,6/30/2022,30
73,1/6/2024,6
28,5/2/2024,2
53,5/26/2023,26
30,12/9/2022,9
96,7/6/2024,6
55,7/29/2023,29
65,7/28/2022,28
93,9/25/2024,25
1,3/7/2022,7
18,2/16/2023,16
91,6/20/2023,20
3,11/25/2023,25
74,4/12/2024,12
36,10/29/2022,29
44,7/14/2024,14
19,6/24/2022,24
29,2/1/2023,1
3,7/7/2023,7
94,2/26/2023,26
70,3/26/2024,26
91,3/2/2024,2
13,8/18/2022,18
71,4/3/2023,3
51,5/5/2024,5
39,8/29/2022,29
54,12/29/2023,29
31,3/4/2023,4
4,9/12/2024,12
58,2/28/2022,28
20,10/5/2022,5
5,11/23/2024,23
12,9/9/2024,9
4,9/2/2023,2
87,12/30/2022,30
75,7/26/2022,26
74,9/28/2022,28
5,10/5/2023,5
15,3/20/2024,20
69,11/7/2024,7
64,1/6/2024,6
42,11/7/2024,7
78,6/24/2022,24
6,12/30/2022,30
81,2/15/2022,15
74,1/6/2024,6
27,7/17/2023,17
21,2/17/2022,17
17,6/15/2024,15
69,8/8/2022,8
53,11/20/2023,20
80,3/19/2024,19
5,3/9/2023,9
2,8/31/2023,31
43,3/9/2023,9
86,4/16/2022,16
86,12/25/2022,25
61,4/3/2023,3
9,5/1/2023,1
15,9/28/2022,28
31,8/29/2022,29
26,3/10/2023,10
73,6/15/2024,15
67,10/10/2023,10
11,6/12/2024,12
90,9/28/2022,28
39,8/18/2022,18
48,12/27/2022,27
65,11/18/2024,18
44,6/15/2023,15
72,11/30/2024,30
94,2/17/2022,17
64,3/16/2023,16
13,8/29/2022,29
28,3/7/2024,7
36,3/20/2024,20
71,2/25/2022,25
43,9/6/2022,6
67,6/29/2024,29
13,3/30/2024,30
73,4/25/2023,25
44,8/23/2023,23
90,7/17/2023,17
38,5/2/2024,2
75,9/9/2023,9
4,3/7/2024,7
9,7/23/2023,23
77,4/17/2024,17
19,3/20/2024,20
19,6/12/2022,12
84,7/10/2024,10
18,9/12/2024,12
37,12/27/2022,27
60,5/2/2023,2
56,6/20/2023,20
60,10/9/2022,9
8,9/2/2023,2
90,11/2/2022,2
67,7/23/2022,23
77,12/4/2022,4
36,6/24/2022,24
82,4/12/2024,12
82,6/15/2024,15
87,4/12/2022,12
90,9/21/2024,21
61,6/30/2022,30
89,6/23/2022,23
24,6/15/2024,15
36,1/27/2024,27
16,11/13/2022,13
42,4/19/2022,19
69,4/12/2024,12
76,6/7/2023,7
93,5/8/2024,8
83,12/27/2022,27
65,1/30/2024,30
10,4/17/2024,17
41,5/4/2022,4
47,7/29/2023,29
26,5/4/2022,4
23,12/6/2024,6
71,7/23/2022,23
64,11/7/2024,7
25,1/6/2024,6
1,12/3/2024,3
78,7/27/2022,27
17,3/20/2024,20
24,8/20/2024,20
19,12/30/2022,30
12,3/20/2024,20
86,7/18/2024,18
92,6/24/2022,24
4,1/4/2024,4
34,2/17/2022,17
54,1/12/2023,12
51,9/9/2023,9
6,6/4/2023,4
54,12/9/2022,9
96,10/5/2023,5
19,12/16/2021,16
68,1/10/2023,10
27,1/27/2024,27
43,2/26/2024,26
72,10/4/2023,4
69,1/30/2024,30
41,2/26/2024,26
28,5/29/2023,29
21,2/26/2023,26
67,6/15/2024,15
25,9/9/2023,9
79,12/17/2021,17
21,6/15/2024,15
33,9/25/2024,25
61,12/16/2021,16
69,3/11/2024,11
85,12/3/2024,3
22,12/6/2024,6
7,4/22/2023,22
77,6/4/2023,4
87,4/20/2022,20
52,4/26/2023,26
14,12/6/2024,6
71,4/12/2024,12
6,6/7/2023,7
18,7/23/2022,23
40,12/3/2024,3
15,6/23/2022,23
45,11/30/2024,30
37,10/14/2022,14
70,6/12/2022,12
42,6/24/2022,24
58,11/23/2024,23
82,10/4/2023,4
83,4/12/2024,12
15,6/25/2022,25
24,12/17/2021,17
92,9/21/2024,21
43,2/28/2022,28
48,9/30/2023,30
1,11/7/2024,7
73,4/19/2022,19
89,3/20/2024,20
37,6/29/2024,29
39,3/3/2023,3
48,11/7/2024,7
18,9/6/2022,6
67,12/17/2021,17
93,9/25/2024,25
37,6/30/2022,30
25,3/26/2024,26
3,8/11/2023,11
67,3/7/2024,7
55,1/5/2022,5
29,12/29/2023,29
6,7/10/2024,10
4,4/12/2022,12
71,9/9/2023,9
49,5/15/2024,15
13,11/13/2023,13
7,3/26/2024,26
68,2/11/2022,11
55,9/11/2024,11
26,4/12/2024,12
99,8/31/2024,31
16,4/12/2024,12
93,8/19/2022,19
94,11/1/2022,1
45,11/20/2023,20
8,3/4/2023,4
29,5/3/2024,3
46,9/25/2024,25
59,7/10/2024,10
36,11/13/2023,13
83,9/21/2024,21
76,6/15/2024,15
30,9/4/2024,4
79,5/16/2023,16
54,1/31/2023,31
25,12/17/2021,17
43,7/26/2022,26
48,1/27/2024,27
68,2/15/2022,15
46,12/27/2022,27
87,12/25/2022,25
29,11/2/2022,2
32,5/5/2024,5
60,8/13/2024,13
96,1/30/2024,30
29,8/27/2023,27
87,12/6/2023,6
71,5/1/2023,1
39,6/15/2024,15
36,5/4/2022,4
40,4/1/2023,1
70,12/29/2022,29
17,8/11/2023,11
58,6/6/2023,6
88,10/29/2024,29
61,7/18/2024,18
28,1/17/2023,17
41,10/14/2022,14
85,1/17/2023,17
38,5/16/2023,16
52,1/6/2024,6
89,6/20/2023,20
8,4/14/2023,14
21,10/4/2023,4
18,4/14/2023,14
35,2/24/2022,24
2,4/17/2024,17
92,9/9/2024,9
80,4/20/2022,20
37,1/6/2024,6
83,3/20/2024,20
89,1/24/2023,24
12,7/29/2023,29
43,1/22/2024,22
92,1/6/2024,6
84,11/7/2024,7
64,8/26/2023,26
45,1/30/2024,30
63,1/23/2023,23
57,6/29/2024,29
9,1/23/2023,23
45,12/29/2022,29
19,4/3/2023,3
52,5/4/2024,4
18,2/21/2022,21
100,7/20/2022,20
76,9/10/2022,10
69,1/16/2022,16
40,10/4/2023,4
70,7/23/2022,23
55,12/4/2022,4
87,4/19/2022,19
62,6/29/2024,29
17,8/11/2022,11
99,6/12/2022,12
6,12/3/2024,3
39,4/17/2024,17
71,9/4/2024,4
35,4/22/2024,22
20,9/2/2023,2
41,4/20/2022,20
62,7/24/2023,24
87,10/27/2023,27
29,3/10/2023,10
84,7/14/2024,14
95,7/29/2023,29
97,12/13/2021,13
16,10/14/2024,14
56,12/3/2022,3
94,10/29/2022,29
70,10/4/2023,4
98,2/15/2022,15
86,11/7/2024,7
98,8/12/2024,12
76,9/10/2022,10
30,5/26/2023,26
54,3/7/2024,7
53,1/30/2024,30
99,8/12/2024,12
89,4/22/2023,22
26,1/10/2022,10
26,8/20/2024,20
65,3/11/2024,11
43,8/12/2024,12
68,5/1/2023,1
9,6/15/2024,15
71,1/16/2022,16
19,11/2/2022,2
18,11/25/2023,25
20,11/11/2023,11
49,1/24/2023,24
49,8/19/2022,19
63,8/24/2023,24
41,1/23/2023,23
4,7/29/2023,29
58,11/2/2022,2
94,4/19/2022,19
58,3/20/2024,20
49,12/13/2021,13
52,8/9/2022,9
72,4/16/2022,16
3,8/20/2024,20
68,1/4/2024,4
60,10/27/2023,27
24,7/7/2023,7
65,5/28/2024,28
63,11/18/2024,18
30,9/28/2022,28
74,6/25/2022,25
17,7/23/2022,23
73,9/6/2022,6
29,9/28/2022,28
3,5/4/2022,4
65,4/21/2023,21
80,10/14/2024,14
73,3/11/2022,11
46,10/4/2023,4
26,10/9/2022,9
78,7/23/2022,23
22,5/16/2023,16
79,11/1/2022,1
20,9/28/2022,28
48,7/18/2024,18
12,1/23/2023,23
53,9/2/2023,2
51,8/23/2023,23
50,12/28/2022,28
98,4/22/2024,22
15,8/11/2022,11
15,7/10/2024,10
52,3/20/2024,20
67,3/16/2023,16
39,1/17/2023,17
38,4/22/2023,22
62,9/25/2024,25
100,5/2/2024,2
7,5/2/2023,2
16,11/13/2022,13
19,1/5/2022,5
60,7/29/2022,29
70,5/29/2023,29
9,6/25/2022,25
9,4/1/2023,1
84,6/23/2022,23
26,7/24/2023,24
97,7/29/2022,29
66,4/17/2024,17
17,7/17/2023,17
6,5/26/2023,26
19,1/5/2022,5
48,7/7/2023,7
71,12/3/2024,3
59,12/4/2022,4
96,8/26/2023,26
37,10/27/2023,27
90,9/2/2023,2
66,6/30/2022,30
62,12/29/2023,29
90,1/10/2023,10
89,12/3/2022,3
53,10/10/2023,10
64,8/23/2023,23
96,7/14/2024,14
3,3/20/2024,20
41,3/10/2023,10
31,2/25/2022,25
71,3/11/2024,11
70,6/12/2022,12
18,2/17/2022,17
5,11/13/2022,13
83,4/3/2023,3
53,10/14/2024,14
43,1/22/2023,22
40,10/14/2022,14
77,12/3/2022,3
55,8/8/2022,8
36,2/1/2023,1
15,3/11/2024,11
79,7/7/2023,7
99,6/24/2022,24
99,7/24/2023,24
19,7/29/2023,29
21,5/2/2023,2
27,7/17/2023,17
89,3/20/2024,20
1,10/10/2023,10
61,6/4/2023,4
6,1/31/2023,31
7,6/12/2024,12
17,8/12/2024,12
68,12/4/2022,4
61,1/22/2024,22
2,9/11/2024,11
23,12/13/2021,13
3,4/22/2023,22
16,1/4/2024,4
32,10/14/2022,14
46,8/29/2022,29
80,2/25/2022,25
81,2/25/2022,25
36,3/11/2024,11
82,6/12/2022,12
14,9/11/2024,11
91,10/21/2023,21
51,1/10/2023,10
86,7/6/2024,6
1,8/26/2023,26
57,7/10/2024,10
82,10/5/2023,5
34,6/24/2022,24
42,10/8/2022,8
85,12/6/2024,6
4,12/3/2022,3
22,6/23/2022,23
100,3/7/2022,7
100,3/20/2024,20
73,1/6/2024,6
49,3/16/2023,16
20,8/31/2023,31
97,5/2/2024,2
10,6/30/2022,30
11,2/24/2022,24
34,5/1/2023,1
1,7/23/2023,23
97,5/29/2023,29
24,7/15/2024,15
86,4/19/2022,19
76,11/1/2022,1
50,6/12/2022,12
98,7/10/2024,10
42,3/11/2024,11
10,10/27/2023,27
2,10/4/2023,4
21,6/30/2022,30
27,1/10/2023,10
1,12/3/2022,3
95,7/8/2024,8
16,2/21/2022,21
44,12/17/2021,17
21,12/30/2022,30
100,2/16/2023,16
54,1/27/2023,27
38,3/10/2023,10
83,10/4/2023,4
81,7/8/2024,8
12,4/16/2022,16
27,5/15/2024,15
16,8/13/2024,13
93,1/20/2024,20
89,3/30/2024,30
72,5/5/2024,5
7,9/4/2024,4
8,10/8/2022,8
4,4/22/2024,22
25,2/17/2022,17
21,3/26/2024,26
23,9/9/2024,9
72,4/12/2024,12
77,12/6/2024,6
18,7/18/2024,18
43,3/30/2024,30
31,5/4/2024,4
66,1/10/2022,10
79,11/23/2024,23
15,5/3/2024,3
65,5/2/2023,2
61,6/20/2023,20
92,1/27/2023,27
52,6/12/2022,12
27,12/12/2021,12
1,1/22/2024,22
80,2/26/2024,26
47,7/15/2024,15
1,6/27/2023,27
51,4/22/2023,22
56,2/21/2022,21
17,9/30/2023,30
27,3/10/2023,10
14,8/18/2022,18
63,9/25/2024,25
97,12/27/2022,27
99,4/14/2023,14
23,12/29/2022,29
89,6/12/2024,12
78,9/2/2023,2
71,12/6/2024,6
17,11/20/2023,20
52,7/29/2023,29
75,9/2/2023,2
34,4/1/2023,1
60,3/10/2023,10
96,12/13/2021,13
50,1/16/2022,16
69,1/4/2024,4
64,9/9/2023,9
86,4/21/2023,21
59,3/25/2024,25
67,9/9/2023,9
12,5/3/2024,3
14,12/13/2021,13
90,6/29/2024,29
37,8/23/2023,23
8,10/9/2022,9
15,4/1/2023,1
4,1/31/2023,31
90,2/24/2022,24
100,1/5/2024,5
11,2/24/2022,24
96,4/20/2022,20
70,7/27/2022,27
89,1/10/2023,10
44,5/3/2024,3
6,8/20/2024,20
57,4/17/2024,17
35,5/15/2024,15
49,8/13/2024,13
25,7/14/2024,14
66,1/4/2024,4
41,2/26/2024,26
34,6/15/2024,15
54,7/14/2024,14
68,6/29/2024,29
84,10/5/2022,5
85,5/1/2023,1
36,9/10/2022,10
93,4/12/2024,12
27,1/16/2022,16
3,12/29/2022,29
11,4/25/2023,25
40,8/11/2022,11
71,8/13/2024,13
72,4/22/2023,22
84,11/30/2024,30
72,3/20/2024,20
51,11/18/2024,18
70,9/6/2022,6
58,9/6/2022,6
91,12/28/2022,28
60,12/16/2021,16
49,9/2/2023,2
43,1/31/2023,31
24,8/24/2023,24
49,3/16/2023,16
29,6/12/2022,12
62,3/20/2024,20
39,7/23/2022,23
18,1/27/2023,27
47,8/11/2022,11
77,5/26/2023,26
74,12/6/2023,6
59,12/28/2022,28
31,3/20/2024,20
59,4/26/2023,26
78,9/28/2022,28
5,5/26/2023,26
5,7/23/2022,23
62,10/8/2022,8
65,6/29/2024,29
92,7/14/2024,14
43,10/29/2024,29
7,12/27/2022,27
91,1/6/2024,6
79,1/23/2023,23
4,6/15/2024,15
28,9/9/2023,9
15,9/28/2022,28
16,7/20/2022,20
30,10/29/2024,29
61,4/22/2024,22
38,12/28/2022,28
53,8/18/2022,18
73,5/4/2024,4
23,8/19/2022,19
70,5/26/2023,26
78,8/26/2023,26
13,9/30/2023,30
7,1/6/2024,6
59,10/4/2023,4
49,8/29/2022,29
45,6/12/2022,12
28,10/4/2023,4
55,5/1/2023,1
4,11/30/2024,30
28,12/27/2022,27
56,3/9/2023,9
88,9/9/2023,9
26,4/16/2022,16
81,6/12/2024,12
10,10/5/2023,5
71,3/10/2023,10
3,3/11/2024,11
42,10/21/2023,21
16,6/20/2023,20
20,10/5/2023,5
35,3/16/2023,16
56,1/27/2023,27
62,11/7/2024,7
11,12/25/2022,25
24,1/10/2022,10
26,9/12/2024,12
95,3/25/2024,25
5,2/1/2023,1
2,5/4/2022,4
35,11/7/2024,7
28,6/12/2024,12
1,12/27/2022,27
97,2/28/2022,28
13,11/20/2023,20
82,1/16/2022,16
84,3/7/2024,7
64,3/20/2024,20
32,6/15/2023,15
64,4/17/2024,17
47,10/29/2022,29
35,11/13/2023,13
2,8/31/2024,31
60,8/20/2024,20
73,3/26/2024,26
65,3/11/2024,11
94,3/20/2024,20
3,11/13/2023,13
25,2/1/2023,1
45,2/26/2024,26
84,1/22/2024,22
6,11/18/2024,18
54,7/23/2023,23
1,12/25/2022,25
50,3/11/2024,11
54,3/20/2024,20
46,2/28/2022,28
97,4/12/2024,12
74,3/9/2023,9
85,9/21/2024,21
79,11/11/2023,11
67,9/30/2023,30
72,6/29/2024,29
77,6/23/2022,23
52,6/23/2022,23
10,2/16/2023,16
76,2/21/2022,21
18,1/24/2023,24
72,6/6/2023,6
99,5/29/2023,29
16,6/6/2023,6
21,12/27/2022,27
81,4/22/2024,22
57,8/23/2024,23
79,4/25/2023,25
64,8/16/2022,16
93,8/31/2023,31
3,9/9/2023,9
44,9/11/2024,11
67,6/20/2023,20
34,4/14/2023,14
6,11/25/2023,25
87,7/18/2024,18
83,1/4/2024,4
29,11/7/2024,7
14,3/16/2023,16
14,2/2/2023,2
97,3/20/2024,20
2,9/30/2023,30
51,2/16/2023,16
44,4/22/2023,22
36,12/4/2022,4
49,3/11/2024,11
32,4/26/2023,26
77,4/19/2022,19
29,1/12/2023,12
60,9/4/2024,4
19,11/2/2022,2
47,7/28/2022,28
90,6/27/2023,27
51,8/31/2024,31
95,4/16/2022,16
10,3/25/2024,25
31,8/31/2024,31
14,12/30/2022,30
48,5/2/2023,2
78,12/9/2022,9
51,8/24/2023,24
62,7/17/2023,17
68,12/28/2022,28
48,8/27/2023,27
41,11/30/2024,30
10,12/9/2022,9
62,4/1/2023,1
70,2/16/2023,16
74,10/5/2022,5
21,1/27/2024,27
100,7/24/2023,24
21,11/30/2024,30
3,1/4/2024,4
71,7/29/2022,29
7,8/24/2023,24
100,1/5/2022,5
27,6/15/2023,15
59,7/28/2022,28
5,5/4/2022,4
89,11/7/2024,7
13,9/30/2023,30
22,5/4/2024,4
1,4/22/2024,22
58,10/21/2023,21
49,11/13/2022,13
28,1/17/2023,17
50,1/22/2024,22
100,8/18/2022,18
3,8/27/2023,27
88,6/12/2022,12
32,7/14/2024,14
71,8/9/2022,9
31,9/11/2024,11
57,1/23/2023,23
31,7/27/2022,27
39,5/2/2023,2
55,3/10/2023,10
37,4/14/2023,14
7,5/29/2023,29
95,9/2/2023,2
53,6/15/2024,15
97,3/7/2022,7
18,4/1/2023,1
57,10/5/2023,5
39,2/28/2022,28
58,11/25/2023,25
6,3/25/2024,25
85,9/12/2024,12
60,4/21/2023,21
22,7/15/2024,15
46,1/4/2024,4
31,2/16/2023,16
86,1/27/2023,27
8,3/3/2023,3
5,1/12/2023,12
65,11/11/2023,11
36,7/14/2024,14
39,5/4/2024,4
28,9/4/2024,4
18,6/15/2024,15
76,9/25/2024,25
20,1/20/2024,20
63,12/30/2022,30
45,2/17/2022,17
87,4/26/2023,26
34,1/5/2024,5
46,11/18/2024,18
80,6/20/2023,20
35,9/28/2022,28
22,3/19/2024,19
65,7/23/2023,23
13,9/9/2024,9
79,5/4/2022,4
71,1/10/2022,10
43,3/30/2024,30
42,9/9/2024,9
47,9/30/2023,30
86,12/6/2023,6
13,12/25/2022,25
12,10/4/2023,4
32,1/22/2023,22
34,7/19/2022,19
99,10/10/2023,10
15,9/28/2022,28
47,12/13/2021,13
77,10/14/2022,14
55,12/28/2022,28
97,3/7/2024,7
71,3/11/2024,11
6,11/20/2023,20
16,5/3/2024,3
71,1/30/2024,30
1,7/29/2022,29
83,7/15/2024,15
64,3/20/2024,20
43,12/29/2023,29
94,8/31/2024,31
65,4/21/2023,21
20,8/12/2024,12
6,4/19/2022,19
25,7/24/2023,24
17,2/1/2023,1
7,11/2/2022,2
18,10/14/2022,14
60,4/5/2023,5
14,12/6/2023,6
83,8/31/2024,31
45,4/21/2023,21
60,5/8/2024,8
88,11/13/2023,13
42,4/22/2023,22
47,11/7/2024,7
32,11/13/2023,13
22,1/30/2024,30
89,12/30/2022,30
59,9/12/2024,12
2,6/30/2022,30
54,3/30/2024,30
42,11/1/2022,1
54,4/20/2022,20
35,1/23/2023,23
78,6/20/2023,20
35,4/14/2023,14
40,9/11/2024,11
56,7/14/2024,14
28,6/30/2022,30
16,6/23/2022,23
38,5/16/2023,16
52,5/16/2023,16
36,1/10/2022,10
44,2/26/2024,26
87,4/12/2024,12
26,9/2/2023,2
32,3/25/2024,25
55,7/27/2022,27
28,9/2/2023,2
78,11/11/2023,11
6,2/17/2022,17
98,12/29/2023,29
55,6/6/2023,6
22,3/10/2023,10
21,12/3/2024,3
45,8/18/2022,18
69,3/11/2024,11
21,2/24/2022,24
32,1/22/2023,22
93,5/29/2023,29
26,6/6/2023,6
54,5/8/2024,8
99,12/9/2022,9
56,3/19/2024,19
41,12/25/2022,25
46,7/28/2022,28
70,2/25/2022,25
75,1/16/2022,16
36,4/1/2023,1
77,10/14/2024,14
5,1/5/2022,5
81,12/4/2022,4
68,2/2/2023,2
91,5/1/2023,1
48,10/10/2023,10
52,1/27/2024,27
37,5/1/2023,1
41,4/12/2024,12
19,2/25/2022,25
32,6/12/2022,12
14,7/26/2022,26
83,2/16/2023,16
96,3/16/2023,16
99,9/28/2022,28
78,12/28/2022,28
37,5/4/2024,4
26,7/27/2022,27
85,10/29/2024,29
20,3/4/2023,4
78,4/25/2023,25
93,6/7/2023,7
96,12/3/2024,3
37,12/25/2022,25
48,1/20/2024,20
83,2/15/2022,15
27,2/1/2023,1
95,9/4/2024,4
44,2/16/2023,16
81,4/17/2024,17
53,11/13/2023,13
93,8/29/2022,29
19,8/20/2024,20
2,5/2/2024,2
86,10/10/2023,10
88,1/6/2024,6
78,1/6/2024,6
69,3/2/2024,2
39,9/25/2024,25
8,9/30/2023,30
93,8/24/2023,24
94,7/15/2024,15
71,2/2/2023,2
90,7/10/2024,10
50,7/24/2023,24
67,4/21/2023,21
62,6/15/2024,15
26,7/29/2023,29
73,1/22/2024,22
21,11/23/2024,23
50,10/10/2023,10
88,6/7/2023,7
72,11/25/2023,25
11,8/9/2022,9
77,3/7/2022,7
54,10/21/2023,21
30,3/7/2022,7
19,5/16/2023,16
97,3/10/2023,10
57,1/30/2024,30
86,12/29/2022,29
82,1/10/2023,10
97,1/10/2022,10
1,2/17/2022,17
84,6/15/2024,15
43,9/6/2022,6
41,1/10/2022,10
43,12/28/2022,28
80,4/3/2023,3
98,8/27/2023,27
98,11/20/2023,20
35,12/30/2022,30
18,3/20/2024,20
24,3/9/2023,9
37,8/23/2023,23
29,1/17/2023,17
95,3/25/2024,25
4,12/9/2022,9
19,6/29/2024,29
19,10/10/2023,10
91,12/29/2023,29
69,3/25/2024,25
44,4/12/2024,12
76,3/11/2024,11
67,4/20/2022,20
62,7/17/2023,17
30,7/15/2024,15
83,10/9/2022,9
68,1/22/2024,22
58,5/16/2023,16
8,5/1/2023,1
86,8/18/2022,18
99,4/16/2022,16
67,1/4/2024,4
12,1/16/2022,16
50,8/9/2022,9
70,1/12/2023,12
51,12/25/2022,25
13,4/17/2024,17
24,5/5/2024,5
75,8/31/2023,31
45,9/4/2024,4
3,1/22/2024,22
8,3/20/2024,20
68,1/30/2024,30
3,12/16/2021,16
100,10/10/2023,10
99,4/22/2023,22
1,10/14/2024,14
46,1/17/2023,17
85,2/24/2022,24
45,7/23/2023,23
17,7/7/2023,7
39,11/2/2022,2
52,2/2/2023,2
100,11/23/2024,23
4,10/9/2022,9
84,1/5/2024,5
35,11/23/2024,23
62,11/18/2024,18
43,9/9/2023,9
87,11/7/2024,7
31,3/20/2024,20
20,8/19/2022,19
98,7/14/2024,14
4,10/9/2022,9
21,3/19/2024,19
30,4/16/2022,16
10,10/5/2022,5
81,8/23/2024,23
33,11/18/2024,18
29,5/4/2022,4
95,6/24/2022,24
24,3/26/2024,26
17,2/28/2022,28
94,7/14/2024,14
69,5/2/2023,2
87,7/15/2024,15
1,4/12/2022,12
5,1/5/2024,5
10,12/3/2024,3
66,12/6/2024,6
35,8/12/2024,12
16,5/4/2024,4
37,11/1/2022,1
93,1/16/2022,16
59,9/6/2022,6
21,4/19/2022,19
32,2/11/2022,11
3,10/29/2022,29
59,4/22/2024,22
31,12/30/2022,30
6,12/30/2022,30
80,9/30/2023,30
58,3/20/2024,20
99,9/25/2024,25
14,12/16/2021,16
8,2/16/2023,16
82,6/12/2022,12
49,1/27/2023,27
21,5/5/2024,5
67,4/14/2023,14
30,4/25/2023,25
3,11/2/2022,2
89,3/10/2023,10
37,6/12/2022,12
62,5/1/2023,1
17,7/29/2023,29
75,11/7/2024,7
3,5/29/2023,29
4,1/30/2024,30
22,3/4/2023,4
61,7/26/2022,26
76,6/15/2023,15
86,1/24/2023,24
70,10/29/2024,29
37,1/6/2024,6
64,5/4/2024,4
17,4/12/2024,12
14,5/4/2022,4
30,8/23/2023,23
93,9/30/2023,30
99,3/11/2024,11
60,11/25/2023,25
90,12/27/2022,27
42,7/6/2024,6
66,10/10/2023,10
21,4/17/2024,17
71,1/10/2022,10
49,10/5/2022,5
81,1/27/2024,27
99,1/31/2023,31
46,11/11/2023,11
41,9/25/2024,25
31,3/11/2022,11
73,10/5/2022,5
60,7/20/2022,20
85,3/25/2024,25
18,11/30/2024,30
28,4/22/2024,22
85,6/27/2023,27
72,7/28/2022,28
10,4/19/2022,19
76,9/2/2023,2
53,5/1/2023,1
67,4/12/2024,12
35,12/3/2022,3
98,7/27/2022,27
13,7/29/2023,29
71,12/25/2022,25
72,7/6/2024,6
91,10/10/2023,10
99,3/24/2022,24
88,11/25/2023,25
13,12/30/2022,30
91,4/14/2023,14
64,10/29/2024,29
33,12/9/2022,9
96,6/29/2024,29
47,9/2/2023,2
68,2/2/2023,2
51,6/6/2023,6
53,8/9/2022,9
57,3/10/2023,10
31,1/27/2024,27
91,10/10/2023,10
86,3/20/2024,20
2,2/11/2022,11
98,3/30/2024,30
52,9/30/2023,30
10,9/25/2024,25
23,10/5/2023,5
39,5/2/2023,2
79,7/24/2023,24
51,1/5/2022,5
17,2/25/2022,25
38,8/12/2024,12
32,4/12/2024,12
28,8/9/2022,9
1,6/6/2023,6
43,12/29/2023,29
69,4/1/2023,1
100,10/10/2023,10
22,7/23/2022,23
95,10/29/2022,29
94,1/27/2023,27
20,6/7/2023,7
86,2/15/2022,15
47,9/10/2022,10
5,2/26/2023,26
90,2/25/2022,25
26,11/18/2024,18
36,8/12/2024,12
7,1/22/2024,22
7,1/10/2023,10
53,1/27/2024,27
33,8/31/2023,31
24,3/24/2022,24
65,4/14/2023,14
10,10/8/2022,8
69,4/22/2023,22
90,10/14/2024,14
24,7/10/2024,10
81,4/22/2024,22
92,9/9/2024,9
63,8/23/2024,23
96,8/23/2024,23
59,3/20/2024,20
92,3/11/2022,11
84,7/17/2023,17
12,10/29/2024,29
18,6/7/2023,7
70,5/4/2024,4
85,12/12/2021,12
18,2/26/2023,26
86,8/23/2023,23
82,9/4/2024,4
1,8/8/2022,8
3,8/31/2023,31
7,8/12/2024,12
56,7/19/2022,19
88,2/26/2024,26
47,11/18/2024,18
81,4/20/2022,20
68,7/26/2022,26
11,7/26/2022,26
70,8/11/2023,11
50,3/7/2022,7
60,9/12/2024,12
67,4/26/2023,26
41,7/27/2022,27
93,8/19/2022,19
46,4/22/2024,22
7,5/15/2024,15
62,5/15/2024,15
66,8/11/2022,11
21,2/16/2023,16
64,1/6/2024,6
68,8/26/2023,26
77,1/6/2024,6
64,12/16/2021,16
98,9/30/2023,30
25,12/28/2022,28
68,1/24/2023,24
99,12/6/2024,6
30,1/31/2023,31
46,1/10/2023,10
65,8/23/2023,23
95,9/2/2023,2
88,11/2/2022,2
73,4/20/2022,20
20,3/3/2023,3
68,2/26/2023,26
62,6/15/2024,15
54,2/16/2023,16
12,3/20/2024,20
89,4/17/2024,17
62,7/10/2024,10
38,7/8/2024,8
20,12/17/2021,17
55,1/6/2024,6
37,3/2/2024,2
3,8/9/2022,9
16,3/19/2024,19
20,5/2/2024,2
77,5/1/2023,1
24,11/13/2023,13
86,9/9/2024,9
12,7/8/2024,8
46,12/3/2024,3
55,2/16/2023,16
16,6/12/2022,12
27,2/21/2022,21
61,11/1/2022,1
98,1/6/2024,6
40,6/7/2023,7
16,7/10/2024,10
